27537.0662,-52678.5882
3585.3698,-66551.6585
17927.7263,-55796.3419
14233.1054,-53381.4059
20890.9983,-62424.3598
32958.7374,-53565.771
32611.4849,-73592.6977
16929.3347,-71958.1205
38868.5223,-54565.4422
22286.9777,-68007.563
29504.5846,-73302.9647
31164.5472,-56157.7572
22670.9078,-53749.4971
15706.7367,-42795.923
34013.9522,-83037.3648
4971.9842,-50221.7424
30475.2196,-84018.5346
8582.4432,-41022.2693
29279.5895,-79425.192
6559.7134,-60658.2843
39690.9065,-66365.9222
39081.101,-58361.7928
40358.6246,-61429.1647
41350.3,-76439.889
